,estimated_f2b,log_likelihood,trips_number,gradient,hessian_eigenvalues,asymptotic_confidence
210,0.16503241539001462,-209.18060604336833,32.0,-8.475075544289723e-05,-22.57531207600604,1.3841074032981366e-06
211,0.05870175361633301,-322.37397634899986,54.0,0.0003063148005884031,-27.77378315364692,2.1585511645802435e-07
212,0.09297017097473143,-293.98345775614047,47.0,-0.00029658019848687045,-91.35906326852914,3.967486239885568e-07
213,0.19010682106018062,-257.0117896272363,37.0,4.79833020972098e-05,-84.74414089485359,1.3099064818906192e-06
214,0.21756611824035643,-326.4823187566856,55.0,0.00017314147084568354,-91.40648611477764,4.859323478438191e-07
215,0.03696015357971191,-239.32271854172075,39.0,-0.0003652891173629959,-241.73036232475516,1.6084816870413405e-07
216,0.0,-367.89029288219245,71.0,-48.136348024890914,-1614.3374755563327,2.3509347022834106e-06
217,0.0020383930206298827,-347.03383656327924,63.0,0.0010476115221593196,-51.0271987420112,7.464874200967478e-08
218,0.07436499595642088,-404.9106974700761,74.0,-0.00018942300200208706,-991.0858284714479,3.774216762902899e-07
219,0.2719786548614501,-272.568281199284,45.0,-9.69597569203501e-06,-1068.065204000433,1.7453660367275876e-06
220,0.41232281684875494,-242.9493237167277,40.0,3.238073131902469e-05,-476.07829364820043,3.3386144477503896e-06
221,0.03172207832336426,-313.76072753726686,49.0,0.0006966325220942871,-669.2503709135468,2.3226486078713167e-07
222,0.06065045356750489,-271.79366123421096,45.0,0.0002073588076267896,-346.09472456506353,3.4798365062151495e-07
223,0.0,-206.72139471635387,38.0,-17.258229924369797,-388.4897701881395,5.958708959742868e-06
224,0.0,-242.31123012443922,45.0,-10.414943459869924,-271.69861101540505,3.1328134778092375e-07
225,0.0,-276.382315253623,50.0,-20.145220890232945,-392.6668014700421,1.3635458627441033e-06
226,0.005756406784057616,-335.34581988693765,62.0,-0.00019220016586207755,-740.3049067041864,2.710766782952031e-07
227,0.0,-353.1984345113324,64.0,-24.517338350126288,-248.65004256655467,5.400602233916762e-06
228,0.0,-351.8196635752265,65.0,-17.148907107604508,-361.4969832474439,4.827092086567773e-07
229,0.024943170547485353,-317.2172643700309,59.0,-0.00010082312288872686,-67.42914061321115,3.05633440310771e-07
230,0.008016672134399416,-318.8365789881914,58.0,-0.0002734875642969037,-87.68751926200504,1.1383243936100313e-07
231,0.0,-226.60065064264572,40.0,-18.953454755873793,-327.92777949884226,6.760464827761218e-06
232,0.0,-262.87219994798204,48.0,-21.012566564881983,-35.783352264227815,2.3939314491335836e-06
233,0.0,-232.2692761300308,41.0,-17.919906534490444,-221.37664269115047,7.30958080139079e-06
234,0.0,-218.73937799986845,40.0,-18.78396433864998,-207.98791265372557,6.5335791690270455e-06
235,0.033974790573120105,-247.5097490128536,46.0,0.0004524001494301544,-93.98061470831256,1.7925976808220781e-07
236,0.0,-307.8599351205829,56.0,-17.547166795882823,-53.29655215676251,2.1039318389336937e-06
237,0.08945231437683104,-348.05260162658976,63.0,3.0185223506925194e-05,-52.62644686683641,5.498073263517677e-07
238,0.056192235946655275,-293.46081548279784,52.0,0.00014424460661666139,-20.127789129875197,5.001713524474031e-07
239,0.08210881233215331,-265.97413739187965,47.0,-5.558265044713906e-05,-22.132842869766836,5.790311604883442e-07
240,0.0,-265.480030997088,47.0,-17.58093950260685,-15.425157660034992,6.924460696754373e-06
241,0.0,-210.01923275972769,36.0,-10.623373911803078,-19.321469917514335,1.277486069640519e-06
242,0.0538432216644287,-276.4441861759363,50.0,1.3168121210993533e-05,-17.73914346269354,3.6631944140783477e-07
243,0.07184414863586425,-247.67810431787203,44.0,-0.00010648477353503161,-17.314434873427317,7.893911213628663e-07
244,0.0,-153.15203142352385,26.0,-13.861012028367458,-155.91390311846075,9.12569675929245e-06
245,0.021159067153930664,-264.442846425577,50.0,-0.0002879616914062133,-13.116036795433306,1.6580070134108624e-07
246,0.0,-251.4572364308552,45.0,-22.61766412108388,-21.172077900319422,5.662272204693176e-06
247,0.0,-157.71232634646248,30.0,-16.18295429152506,-736.8563163098115,4.743718663270248e-06
248,0.0,-211.13273917313987,41.0,-4.442124592915542,-482.15925811348313,1.6280667158859563e-07
249,0.0,-173.8423611508725,34.0,-14.555614433162937,-1050.3723704666463,1.3132227831569609e-06
250,0.0,-172.07278898344407,32.0,-21.731533817836066,-317.8391335764049,5.465120964833553e-06
